0	100	
1	100	
2	100	
3	100	
4	100	
5	100	
6	100	
7	100	
8	100	
9	100	
10	100	
11	100	
12	98	
13	97	
14	100	
15	94	
16	93	
17	96	
18	96	
19	102	
20	103	
21	101	
22	101	
23	93	
24	95	
25	101	
26	101	
27	99	
28	98	
29	96	
30	98	
31	101	
32	104	
33	93	
34	102	
35	103	
36	100	
37	101	
38	105	
39	99	
40	98	
41	99	
42	98	
43	98	
44	96	
45	102	
46	104	
47	100	
48	100	
49	89	
50	99	
51	104	
52	101	
53	101	
54	108	
55	100	
56	103	
57	105	
58	96	
59	107	
60	99	
61	103	
62	96	
63	94	
64	101	
65	102	
66	92	
67	100	
68	101	
69	103	
70	105	
71	99	
72	95	
73	97	
74	105	
75	94	
76	97	
77	100	
78	106	
79	101	
80	105	
81	101	
82	100	
83	87	
84	102	
85	100	
86	97	
87	94	
88	89	
89	105	
90	97	
91	108	
92	115	
93	109	
94	107	
95	97	
96	98	
97	99	
98	93	
99	106	
100	101	
101	101	
102	96	
103	103	
104	104	
105	107	
106	99	
107	94	
108	102	
109	96	
110	102	
111	102	
112	100	
113	100	
114	99	
115	100	
116	100	
117	100	
118	99	
119	97	
120	97	
121	99	
122	108	
123	105	
124	93	
125	99	
126	102	
127	97	
128	102	
129	104	
130	102	
131	100	
132	102	
133	100	
134	96	
135	100	
136	98	
137	100	
138	95	
139	101	
140	102	
141	99	
142	99	
143	99	
144	103	
145	103	
146	98	
147	92	
148	99	
149	99	
150	100	
151	99	
152	106	
153	103	
154	99	
155	99	
156	99	
157	98	
158	102	
159	98	
160	103	
161	108	
162	91	
163	94	
164	93	
165	102	
166	102	
167	99	
168	103	
169	96	
170	103	
171	106	
172	98	
173	96	
174	103	
175	106	
176	99	
177	96	
178	100	
179	103	
180	96	
181	103	
182	99	
183	93	
184	102	
185	104	
186	96	
187	100	
188	102	
189	99	
190	99	
191	101	
192	98	
193	98	
194	98	
195	98	
196	100	
197	94	
198	119	
199	107	
200	103	
201	100	
202	97	
203	100	
204	97	
205	102	
206	100	
207	106	
208	107	
209	110	
210	101	
211	99	
212	99	
213	98	
214	100	
215	106	
216	102	
217	108	
218	107	
219	96	
220	102	
221	103	
222	97	
223	97	
224	101	
225	107	
226	113	
227	90	
228	87	
229	92	
230	92	
231	94	
232	98	
233	103	
234	109	
235	103	
236	99	
237	101	
238	102	
239	107	
240	101	
241	103	
242	97	
243	87	
244	102	
245	101	
246	103	
247	96	
248	102	
249	104	
250	113	
251	105	
252	95	
253	92	
254	94	
255	97	
256	102	
257	103	
258	94	
259	91	
260	109	
261	100	
262	99	
263	98	
264	102	
265	105	
266	99	
267	100	
268	102	
269	96	
270	101	
271	100	
272	100	
273	100	
274	103	
275	103	
276	96	
277	92	
278	99	
279	100	
280	108	
281	105	
282	101	
283	100	
284	103	
285	104	
286	96	
287	101	
288	99	
289	98	
290	100	
291	98	
292	98	
293	100	
294	96	
295	100	
296	101	
297	99	
298	98	
299	100	
300	95	
301	98	
302	102	
303	103	
304	99	
305	99	
306	94	
307	93	
308	99	
309	101	
310	102	
311	105	
312	98	
313	99	
314	96	
315	101	
316	105	
317	101	
318	97	
319	98	
320	102	
321	96	
322	99	
323	102	
324	102	
325	100	
326	95	
327	101	
328	102	
329	103	
330	100	
331	97	
332	96	
333	102	
334	100	
335	99	
336	98	
337	104	
338	103	
339	102	
340	103	
341	96	
342	99	
343	98	
344	96	
345	97	
346	102	
347	99	
348	102	
349	98	
350	105	
351	92	
352	96	
353	99	
354	96	
355	109	
356	99	
357	98	
358	99	
359	94	
360	101	
361	106	
362	99	
363	96	
364	97	
365	100	
366	94	
367	96	
368	102	
369	102	
370	99	
371	95	
372	103	
373	98	
374	105	
375	99	
376	103	
377	105	
378	97	
379	105	
380	101	
381	92	
382	98	
383	96	
384	99	
385	98	
386	101	
387	101	
388	101	
389	100	
390	100	
391	104	
392	103	
393	99	
394	102	
395	97	
396	97	
397	102	
398	99	
399	99	
400	103	
401	100	
402	104	
403	111	
404	102	
405	102	
406	97	
407	96	
408	100	
409	100	
410	94	
411	90	
412	101	
413	99	
414	101	
415	104	
416	104	
417	96	
418	100	
419	102	
420	110	
421	98	
422	96	
423	98	
424	97	
425	99	
426	100	
427	99	
428	90	
429	90	
430	100	
431	105	
432	102	
433	99	
434	98	
435	106	
436	103	
437	97	
438	109	
439	104	
440	101	
441	98	
442	104	
443	100	
444	104	
445	101	
446	110	
447	98	
448	94	
449	103	
450	103	
451	104	
452	99	
453	100	
454	103	
455	100	
456	100	
457	104	
458	102	
459	97	
460	99	
461	102	
462	99	
463	107	
464	106	
465	101	
466	99	
467	100	
468	99	
469	100	
470	99	
471	103	
472	103	
473	100	
474	95	
475	101	
476	100	
477	99	
478	102	
479	103	
480	99	
481	95	
482	99	
483	96	
484	99	
485	101	
486	105	
487	106	
488	102	
489	98	
490	98	
491	94	
492	99	
493	103	
494	98	
495	100	
496	104	
497	106	
498	105	
499	108	
500	109	
501	101	
502	103	
503	101	
504	106	
505	109	
506	111	
507	111	
508	115	
509	120	
510	120	
511	131	
512	139	
513	164	
514	204	
515	252	
516	334	
517	461	
518	637	
519	1014	
520	2278	
521	9940	
522	24054	
523	30150	
524	29774	
525	20534	
526	6178	
527	1807	
528	909	
529	568	
530	402	
531	295	
532	231	
533	193	
534	159	
535	131	
536	127	
537	112	
538	111	
539	109	
540	112	
541	112	
542	111	
543	104	
544	96	
545	104	
546	101	
547	99	
548	98	
549	99	
550	102	
551	103	
552	101	
553	100	
554	101	
555	101	
556	102	
557	102	
558	103	
559	106	
560	106	
561	104	
562	101	
563	100	
564	103	
565	98	
566	98	
567	99	
568	100	
569	104	
570	105	
571	101	
572	106	
573	103	
574	102	
575	98	
576	102	
577	99	
578	100	
579	105	
580	97	
581	104	
582	109	
583	99	
584	101	
585	99	
586	102	
587	101	
588	98	
589	97	
590	98	
591	108	
592	106	
593	105	
594	98	
595	101	
596	101	
597	98	
598	103	
599	98	
600	94	
601	97	
602	98	
603	99	
604	101	
605	100	
606	98	
607	96	
608	97	
609	100	
610	99	
611	97	
612	99	
613	102	
614	103	
615	99	
616	100	
617	105	
618	102	
619	101	
620	100	
621	97	
622	94	
623	100	
624	102	
625	95	
626	91	
627	89	
628	97	
629	100	
630	101	
631	100	
632	98	
633	99	
634	100	
635	91	
636	97	
637	102	
638	103	
639	103	
640	99	
641	100	
642	103	
643	99	
644	111	
645	106	
646	103	
647	102	
648	102	
649	100	
650	99	
651	94	
652	95	
653	95	
654	97	
655	95	
656	94	
657	98	
658	99	
659	102	
660	99	
661	103	
662	100	
663	102	
664	98	
665	98	
