0,0
0.0022,0
0.0044,0
0.0066,0
0.0088,0
0.011,0
0.0132,0
0.0154,0
0.0176,0
0.0198,0
0.022,0
0.0242,0
0.0264,0
0.0286,426.3
0.0308,706.7
0.033,683.9
0.0352,641.2
0.0374,627.4
0.0396,621.8
0.0418,614.9
0.044,580.4
0.0462,580.4
0.0484,566.3
0.0506,551.8
0.0528,520.2
0.055,504.8
0.0572,477
0.0594,472.4
0.0616,457.3
0.0638,444.1
0.066,451
0.0682,436.9
0.0704,410.3
0.0726,389.1
0.0748,358.9
0.077,342.8
0.0792,356.1
0.0814,355.7
0.0836,350.7
0.0858,351.1
0.088,342.1
0.0902,345.7
0.0924,332.7
0.0946,309
0.0968,299.9
0.099,282.9
0.1012,283.4
0.1034,283.7
0.1056,272.3
0.1078,257.9
0.11,272.3
0.1122,267.6
0.1144,257
0.1166,241.6
0.1188,242.9
0.121,246.5
0.1232,231.8
0.1254,231.9
0.1276,252.1
0.1298,254.1
0.132,253.5
0.1342,231.1
0.1364,213.3
0.1386,237.1
0.1408,242.9
0.143,233.6
0.1452,210.9
0.1474,199.5
0.1496,205.2
0.1518,209
0.154,208.2
0.1562,210.9
0.1584,217.3
0.1606,214.9
0.1628,205.5
0.165,200.2
0.1672,206.1
0.1694,218.5
0.1716,206.7
0.1738,195.2
0.176,203
0.1782,199.6
0.1804,203.3
0.1826,211.8
0.1848,198.6
0.187,204
0.1892,195.8
0.1914,203
0.1936,204.3
0.1958,183.9
0.198,176.4
0.2002,177.7
0.2024,197.6
0.2046,198.6
0.2068,188.8
0.209,184.5
0.2112,170.1
0.2134,172.3
0.2156,188.4
0.2178,191.8
0.22,188.9
0.2222,183.4
0.2244,197.7
0.2266,188.9
0.2288,179.8
0.231,169.3
0.2332,151.4
0.2354,154
0.2376,172.8
0.2398,171.5
0.242,164
0.2442,192.3
0.2464,202.6
0.2486,191.3
0.2508,179.5
0.253,168.9
0.2552,184.1
0.2574,197.9
0.2596,194
0.2618,187.8
0.264,178.7
0.2662,178
0.2684,180.7
0.2706,182.9
0.2728,179.9
0.275,171.4
0.2772,172.1
0.2794,181
0.2816,188.5
0.2838,179.8
0.286,165.8
0.2882,164
0.2904,163.8
0.2926,176.9
0.2948,169.4
0.297,166.6
0.2992,179.8
0.3014,194.8
0.3036,188.8
0.3058,187.4
0.308,189.8
0.3102,177
0.3124,171.7
0.3146,173.5
0.3168,169.1
0.319,178.6
0.3212,207.4
0.3234,207.6
0.3256,185.4
0.3278,191.7
0.33,200.4
0.3322,191.1
0.3344,196.8
0.3366,197.3
