1,5.5754
1.002,6.0085
1.004,6.5718
1.006,6.0249
1.008,5.6922
1.01,6.4085
1.012,5.9731
1.014,5.909
1.016,6.0094
1.018,5.9181
1.02,5.6629
1.022,6.3754
1.024,6.6715
1.026,5.4728
1.028,5.8257
1.03,6.2311
1.032,6.5952
1.034,6.9418
1.036,6.8882
1.038,6.9654
1.04,7.1811
1.042,6.0777
1.044,6.0741
1.046,6.9076
1.048,7.8117
1.05,8.444
1.052,8.2724
1.054,6.9573
1.056,6.5159
1.058,6.559
1.06,6.1094
1.062,5.8499
1.064,6.2347
1.066,6.7791
1.068,7.4465
1.07,7.1463
1.072,6.3151
1.074,6.1401
1.076,6.1086
1.078,6.5796
1.08,6.0753
1.082,7.4394
1.084,7.7622
1.086,7.9503
1.088,7.7133
1.09,7.8514
1.092,6.7787
1.094,7.2223
1.096,7.1841
1.098,6.5506
1.1,7.335
1.102,7.659
1.104,8.06
1.106,7.391
1.108,6.6981
1.11,6.675
1.112,7.1666
1.114,7.9589
1.116,7.9826
1.118,6.4615
1.12,7.2536
1.122,8.5012
1.124,7.3759
1.126,6.4441
1.128,7.6308
1.13,8.0705
1.132,7.3248
1.134,7.5998
1.136,7.598
1.138,7.6437
1.14,6.6891
1.142,7.0958
1.144,8.3705
1.146,8.3113
1.148,7.0538
1.15,7.2674
1.152,8.4156
1.154,8.1407
1.156,7.6473
1.158,8.1892
1.16,7.8928
1.162,7.7006
1.164,8.5012
1.166,8.7714
1.168,8.8283
1.17,8.0878
1.172,7.0202
1.174,8.2212
1.176,8.2219
1.178,7.762
1.18,7.934
1.182,8.2397
1.184,9.4137
1.186,8.6081
1.188,8.0518
1.19,8.6855
1.192,9.0118
1.194,8.6897
1.196,8.4364
1.198,8.3162
1.2,8.4416
1.202,8.6265
1.204,8.5362
1.206,7.7853
1.208,7.9146
1.21,8.3451
1.212,8.4396
1.214,8.3551
1.216,7.9865
1.218,9.0508
1.22,9.724
1.222,9.3634
1.224,9.4452
1.226,8.9436
1.228,9.3547
1.23,9.8799
1.232,10.183
1.234,9.6353
1.236,9.7485
1.238,9.9703
1.24,10.062
1.242,10.65
1.244,10.062
1.246,9.7612
1.248,10.096
1.25,10.597
1.252,10.668
1.254,9.9276
1.256,10.178
1.258,11.047
1.26,11.753
1.262,10.696
1.264,10.61
1.266,11.444
1.268,10.768
1.27,11.125
1.272,12.296
1.274,11.635
1.276,11.309
1.278,10.946
1.28,10.634
1.282,11.537
1.284,11.993
1.286,12.47
1.288,12.655
1.29,12.77
1.292,12
1.294,11.964
1.296,12.14
1.298,12.477
1.3,12.486
1.302,11.766
1.304,11.654
1.306,12.747
1.308,13.863
1.31,14.198
1.312,13.045
1.314,13.132
1.316,13.58
1.318,13.399
1.32,12.744
1.322,12.898
1.324,12.958
1.326,12.859
1.328,13.091
1.33,13.9
1.332,14.602
1.334,14.408
1.336,15.169
1.338,14.414
1.34,13.473
1.342,13.736
1.344,14.041
1.346,15.332
1.348,14.981
1.35,15.409
1.352,16.044
1.354,14.869
1.356,13.891
1.358,14.111
1.36,15.254
1.362,15.374
1.364,15.614
1.366,16.356
1.368,16.625
1.37,16.399
1.372,17.522
1.374,17.471
1.376,17.642
1.378,18.446
1.38,17.667
1.382,17.391
1.384,17.997
1.386,17.736
1.388,17.479
1.39,18.416
1.392,19.291
1.394,19.896
1.396,20.829
1.398,20.675
1.4,20.881
1.402,21.944
1.404,22.371
1.406,23.127
1.408,23.172
1.41,22.835
1.412,23.421
1.414,22.962
1.416,22.823
1.418,24.329
1.42,25.15
1.422,26.337
1.424,26.993
