0	100	
1	100	
2	100	
3	100	
4	100	
5	100	
6	100	
7	100	
8	99	
9	102	
10	97	
11	99	
12	94	
13	98	
14	100	
15	91	
16	98	
17	91	
18	103	
19	97	
20	101	
21	92	
22	101	
23	101	
24	94	
25	101	
26	95	
27	99	
28	94	
29	98	
30	87	
31	100	
32	99	
33	101	
34	104	
35	100	
36	97	
37	95	
38	98	
39	105	
40	104	
41	95	
42	95	
43	95	
44	97	
45	106	
46	111	
47	99	
48	100	
49	88	
50	82	
51	96	
52	100	
53	105	
54	105	
55	93	
56	94	
57	101	
58	97	
59	99	
60	104	
61	101	
62	98	
63	103	
64	108	
65	102	
66	100	
67	99	
68	100	
69	97	
70	107	
71	119	
72	152	
73	347	
74	561	
75	721	
76	924	
77	1027	
78	1021	
79	981	
80	886	
81	923	
82	887	
83	878	
84	844	
85	774	
86	740	
87	720	
88	681	
89	609	
90	333	
91	140	
92	109	
93	104	
94	100	
95	86	
96	97	
97	106	
98	102	
99	108	
100	94	
101	100	
102	108	
103	97	
104	99	
105	103	
106	98	
107	100	
108	106	
109	105	
110	101	
111	99	
112	99	
113	102	
114	99	
115	96	
116	95	
117	96	
118	103	
119	103	
120	102	
121	98	
122	102	
123	99	
124	96	
125	103	
126	101	
127	99	
128	99	
129	101	
130	103	
131	101	
132	98	
133	100	
134	101	
135	100	
136	98	
137	101	
138	99	
139	97	
140	100	
141	100	
142	95	
143	98	
144	103	
145	92	
146	98	
147	103	
148	98	
149	98	
150	113	
151	111	
152	97	
153	103	
154	101	
155	111	
156	101	
157	98	
158	101	
159	103	
160	103	
161	107	
162	112	
163	103	
164	107	
165	113	
166	110	
167	106	
168	105	
169	113	
170	98	
171	103	
172	109	
173	102	
174	98	
175	102	
176	103	
177	103	
178	105	
179	108	
180	103	
181	107	
182	115	
183	110	
184	105	
185	101	
186	103	
187	98	
188	99	
189	98	
190	103	
191	104	
192	103	
193	103	
194	102	
195	103	
196	107	
197	111	
198	109	
199	103	
200	104	
201	106	
202	103	
203	100	
204	103	
205	100	
206	98	
207	102	
208	105	
209	108	
210	101	
211	102	
212	98	
213	99	
214	104	
215	104	
216	99	
217	97	
218	101	
219	106	
220	105	
221	112	
222	99	
223	98	
224	103	
225	105	
226	104	
227	124	
228	102	
229	105	
230	106	
231	105	
232	96	
233	102	
234	106	
235	106	
236	99	
237	99	
238	102	
239	104	
240	111	
241	106	
242	94	
243	99	
244	111	
245	109	
246	103	
247	103	
248	87	
249	101	
250	95	
251	94	
252	99	
253	96	
254	105	
255	103	
256	100	
257	104	
258	105	
259	100	
260	102	
261	107	
262	113	
263	102	
264	102	
265	103	
266	97	
267	99	
268	102	
269	103	
270	102	
271	102	
272	102	
273	99	
274	101	
275	101	
276	101	
277	102	
278	102	
279	105	
280	111	
281	107	
282	101	
283	100	
284	98	
285	99	
286	102	
287	99	
288	98	
289	104	
290	105	
291	104	
292	104	
293	102	
294	100	
295	101	
296	102	
297	99	
298	96	
299	101	
300	102	
301	102	
302	106	
303	101	
304	100	
305	114	
306	98	
307	99	
308	100	
309	100	
310	104	
311	98	
312	96	
313	106	
314	105	
315	104	
316	103	
317	104	
318	105	
319	104	
320	101	
321	108	
322	117	
323	106	
324	101	
325	95	
326	104	
327	111	
328	103	
329	110	
330	105	
331	106	
332	101	
333	98	
334	99	
335	97	
336	97	
337	101	
338	109	
339	98	
340	105	
341	101	
342	98	
343	89	
344	97	
345	97	
346	98	
347	98	
348	93	
349	94	
350	102	
351	105	
352	104	
353	98	
354	100	
355	103	
356	102	
357	95	
358	96	
359	103	
360	101	
361	102	
362	107	
363	102	
364	94	
365	99	
366	105	
367	101	
368	102	
369	94	
370	101	
371	104	
372	103	
373	105	
374	99	
375	99	
376	100	
377	100	
378	108	
379	109	
380	103	
381	100	
382	104	
383	101	
384	95	
385	98	
386	102	
387	101	
388	97	
389	100	
390	99	
391	102	
392	106	
393	106	
394	109	
395	106	
396	98	
397	95	
398	98	
399	103	
400	105	
401	102	
402	112	
403	97	
404	106	
405	100	
406	103	
407	103	
408	103	
409	105	
410	106	
411	104	
412	102	
413	97	
414	103	
415	104	
416	107	
417	110	
418	101	
419	106	
420	104	
421	98	
422	99	
423	99	
424	99	
425	106	
426	103	
427	107	
428	103	
429	98	
430	102	
431	106	
432	104	
433	96	
434	103	
435	105	
436	104	
437	100	
438	105	
439	104	
440	99	
441	100	
442	105	
443	104	
444	94	
445	100	
446	103	
447	106	
448	100	
449	96	
450	96	
451	102	
452	104	
453	102	
454	100	
455	99	
456	98	
457	98	
458	101	
459	100	
460	101	
461	100	
462	100	
463	105	
464	102	
465	98	
466	101	
467	105	
468	103	
469	100	
470	103	
471	102	
472	93	
473	93	
474	96	
475	103	
476	107	
477	104	
478	102	
479	102	
480	102	
481	101	
482	101	
483	102	
484	104	
485	98	
486	99	
487	100	
488	100	
489	98	
490	103	
491	99	
492	100	
493	106	
494	107	
495	107	
496	103	
497	102	
498	105	
499	104	
500	102	
501	103	
502	102	
503	96	
504	97	
505	101	
506	101	
507	96	
508	96	
509	93	
510	102	
511	105	
512	104	
513	106	
514	104	
515	101	
516	101	
517	94	
518	103	
519	101	
520	98	
521	100	
522	107	
523	92	
524	99	
525	104	
526	85	
527	99	
528	100	
529	98	
530	97	
531	97	
532	96	
533	96	
534	106	
535	103	
536	102	
537	98	
538	95	
539	105	
540	102	
541	107	
542	100	
543	101	
544	93	
545	95	
546	106	
547	103	
548	103	
549	101	
550	106	
551	105	
552	101	
553	105	
554	108	
555	102	
556	104	
557	97	
558	96	
559	102	
560	101	
561	130	
562	107	
563	99	
564	100	
565	104	
566	112	
567	104	
568	103	
569	98	
570	96	
571	102	
572	101	
573	102	
574	104	
575	105	
576	102	
577	104	
578	98	
579	99	
580	100	
581	101	
582	104	
583	111	
584	102	
585	96	
586	101	
587	100	
588	101	
589	102	
590	103	
591	97	
592	99	
593	101	
594	103	
595	104	
596	92	
597	93	
598	100	
599	100	
600	100	
601	104	
602	103	
603	100	
604	103	
605	103	
606	110	
607	111	
608	108	
609	107	
610	105	
611	104	
612	100	
613	103	
614	102	
615	99	
616	98	
617	106	
618	111	
619	105	
620	103	
621	99	
622	99	
623	98	
624	101	
625	108	
626	103	
627	99	
628	99	
629	100	
630	100	
631	99	
632	98	
633	102	
634	100	
635	99	
636	99	
637	100	
638	102	
639	98	
640	91	
641	100	
642	105	
643	98	
644	97	
645	103	
646	101	
647	100	
648	102	
649	99	
650	100	
651	108	
652	105	
653	103	
654	103	
655	102	
656	104	
657	100	
658	100	
659	95	
660	104	
661	111	
662	105	
663	100	
664	104	
665	98	
666	107	
