#S 54  ascan  samz -2.2 -1.7  50 0.1
#L samz    Epoch  Seconds  I3  gdoor  xflash  hep  ironKa  I1  I2
-2.2001387  18927 0.1 272 125 0 116 0 13440 277
-2.1901145  18927 0.1 274 125 0 116 0 13482 277
-2.1800903  18927 0.1 273 125 0 116 0 13488 277
-2.1700661  18927 0.1 273 125 0 116 0 13486 277
-2.1600419  18927 0.1 274 125 0 116 0 13505 278
-2.1500177  18928 0.1 273 125 0 117 0 13489 277
-2.1399935  18928 0.1 273 125 0 116 0 13472 277
-2.1299693  18928 0.1 274 125 0 117 0 13504 277
-2.1199451  18928 0.1 274 125 0 116 0 13485 277
-2.1099209  18928 0.1 274 125 0 116 0 13479 277
-2.0998967  18928 0.1 274 125 0 116 0 13487 277
-2.0898725  18929 0.1 274 125 0 117 0 13492 278
-2.0798483  18929 0.1 275 126 0 117 0 13535 278
-2.0701698  18929 0.1 274 126 0 117 0 13506 278
-2.0601456  18929 0.1 274 126 0 117 0 13509 278
-2.0501214  18929 0.1 274 126 0 116 0 13511 278
-2.0400972  18929 0.1 275 126 0 116 0 13519 278
-2.030073  18930 0.1 275 126 0 117 0 13525 278
-2.0200488  18930 0.1 275 126 0 117 0 13537 279
-2.0100246  18930 0.1 273 125 0 116 0 13471 278
-2.0000004  18930 0.1 274 125 0 117 0 13549 278
-1.9899762  18930 0.1 273 125 0 116 0 13468 277
-1.979952  18930 0.1 272 125 0 116 0 13475 277
-1.9699278  18931 0.1 268 125 0 116 0 13454 277
-1.9599036  18931 0.1 263 125 0 117 0 13467 277
-1.9498794  18931 0.1 257 126 0 117 0 13490 278
-1.9398552  18931 0.1 247 125 0 116 0 13472 278
-1.929831  18931 0.1 239 126 0 116 0 13470 277
-1.9201525  18931 0.1 231 125 0 116 0 13486 277
-1.9101283  18932 0.1 221 124 0 115 0 13427 276
-1.9001041  18932 0.1 213 125 0 117 0 13497 277
-1.8900799  18932 0.1 204 125 0 116 0 13443 276
-1.8800557  18932 0.1 197 126 0 117 0 13518 277
-1.8700315  18932 0.1 193 125 0 116 0 13432 276
-1.8600073  18932 0.1 192 125 0 116 0 13524 278
-1.8499831  18933 0.1 190 125 0 117 0 13462 276
-1.8399589  18933 0.1 190 125 0 117 0 13465 277
-1.8299347  18933 0.1 191 125 0 116 0 13479 277
-1.8199105  18933 0.1 190 125 0 116 0 13488 278
-1.8098863  18933 0.1 192 126 0 117 0 13544 279
-1.7998621  18933 0.1 190 126 0 116 0 13481 277
-1.7898379  18934 0.1 191 125 0 117 0 13483 277
-1.7801594  18934 0.1 193 125 0 117 0 13483 277
-1.7701352  18934 0.1 198 125 0 116 0 13474 277
-1.760111  18934 0.1 205 125 0 117 0 13510 278
-1.7500868  18934 0.1 212 125 0 116 0 13479 276
-1.7400626  18934 0.1 219 125 0 116 0 13488 277
-1.7300384  18935 0.1 226 125 0 116 0 13468 276
-1.7200142  18935 0.1 234 125 0 117 0 13495 276
-1.70999  18935 0.1 243 125 0 117 0 13496 277
-1.6999658  18935 0.1 253 125 0 117 0 13505 278
