#S 55  ascan  samz -2.1 -1.6  50 0.1
#L samz    Epoch  Seconds  I3  gdoor  xflash  hep  ironKa  I1  I2
-2.0998967  19157 0.1 273 125 0 117 0 13451 276
-2.0898725  19157 0.1 276 126 0 116 0 13430 279
-2.0798483  19157 0.1 269 125 0 116 0 13409 274
-2.0701698  19158 0.1 272 126 0 116 0 13420 276
-2.0601456  19158 0.1 272 125 0 117 0 13438 277
-2.0501214  19158 0.1 273 126 0 117 0 13446 277
-2.0400972  19158 0.1 272 126 0 116 0 13469 276
-2.030073  19158 0.1 274 126 0 117 0 13498 277
-2.0200488  19158 0.1 273 125 0 117 0 13488 278
-2.0100246  19159 0.1 271 125 0 116 0 13395 276
-2.0000004  19159 0.1 271 125 0 116 0 13405 276
-1.9899762  19159 0.1 268 125 0 115 0 13347 274
-1.979952  19159 0.1 266 124 0 116 0 13383 275
-1.9699278  19159 0.1 262 125 0 116 0 13397 275
-1.9599036  19159 0.1 257 125 0 117 0 13421 277
-1.9498794  19160 0.1 248 125 0 116 0 13420 277
-1.9398552  19160 0.1 238 125 0 117 0 13455 276
-1.929831  19160 0.1 228 125 0 116 0 13403 277
-1.9201525  19160 0.1 218 125 0 116 0 13428 276
-1.9101283  19160 0.1 209 126 0 117 0 13482 277
-1.9001041  19161 0.1 202 125 0 117 0 13469 278
-1.8900799  19161 0.1 189 124 0 117 0 13400 274
-1.8800557  19161 0.1 181 125 0 116 0 13395 275
-1.8700315  19161 0.1 170 125 0 116 0 13402 275
-1.8600073  19161 0.1 163 125 0 116 0 13360 275
-1.8499831  19161 0.1 155 125 0 116 0 13376 275
-1.8399589  19162 0.1 147 124 0 116 0 13389 276
-1.8299347  19162 0.1 138 125 0 116 0 13408 275
-1.8199105  19162 0.1 135 125 0 117 0 13490 278
-1.8098863  19162 0.1 131 125 0 116 0 13438 276
-1.7998621  19162 0.1 130 125 0 116 0 13419 276
-1.7898379  19162 0.1 132 125 0 116 0 13411 276
-1.7801594  19163 0.1 138 126 0 116 0 13445 276
-1.7701352  19163 0.1 146 126 0 117 0 13455 277
-1.760111  19163 0.1 152 124 0 116 0 13392 275
-1.7500868  19163 0.1 161 125 0 117 0 13406 276
-1.7400626  19163 0.1 168 125 0 116 0 13414 276
-1.7300384  19163 0.1 177 125 0 116 0 13389 275
-1.7200142  19164 0.1 184 124 0 116 0 13358 275
-1.70999  19164 0.1 193 125 0 116 0 13362 276
-1.6999658  19164 0.1 203 125 0 117 0 13407 276
-1.6899416  19164 0.1 212 125 0 116 0 13421 276
-1.6799174  19164 0.1 222 125 0 117 0 13423 278
-1.6698932  19164 0.1 230 126 0 117 0 13445 277
-1.659869  19165 0.1 239 125 0 116 0 13422 276
-1.6498448  19165 0.1 248 126 0 117 0 13433 276
-1.6401663  19165 0.1 256 125 0 116 0 13454 277
-1.6301421  19165 0.1 265 126 0 117 0 13472 277
-1.6201179  19165 0.1 269 125 0 116 0 13413 276
-1.6100937  19166 0.1 269 126 0 116 0 13425 277
-1.6000695  19166 0.1 271 125 0 116 0 13404 276
