#S 58  ascan  samz -2.1 -1.6  50 0.1
#L samz    Epoch  Seconds  I3  gdoor  xflash  hep  ironKa  I1  I2
-2.0998967  19318 0.1 270 124 0 115 0 13316 274
-2.0898725  19318 0.1 271 125 0 116 0 13334 275
-2.0798483  19318 0.1 271 125 0 116 0 13353 275
-2.0701698  19318 0.1 272 125 0 117 0 13363 276
-2.0601456  19319 0.1 272 125 0 116 0 13364 276
-2.0501214  19319 0.1 271 125 0 117 0 13372 275
-2.0400972  19319 0.1 273 126 0 117 0 13450 277
-2.030073  19319 0.1 271 125 0 116 0 13379 276
-2.0200488  19319 0.1 272 126 0 116 0 13395 276
-2.0100246  19319 0.1 271 125 0 116 0 13382 276
-2.0000004  19320 0.1 271 125 0 116 0 13368 276
-1.9899762  19320 0.1 271 125 0 116 0 13367 276
-1.979952  19320 0.1 271 125 0 117 0 13366 276
-1.9699278  19320 0.1 271 125 0 117 0 13371 277
-1.9599036  19320 0.1 269 126 0 117 0 13385 276
-1.9498794  19320 0.1 265 125 0 116 0 13368 276
-1.9398552  19321 0.1 258 125 0 116 0 13368 276
-1.929831  19321 0.1 251 126 0 117 0 13418 277
-1.9201525  19321 0.1 242 126 0 116 0 13394 276
-1.9101283  19321 0.1 234 126 0 116 0 13407 276
-1.9001041  19321 0.1 224 126 0 116 0 13391 276
-1.8900799  19321 0.1 216 125 0 116 0 13420 276
-1.8800557  19322 0.1 208 126 0 117 0 13451 278
-1.8700315  19322 0.1 200 126 0 117 0 13427 277
-1.8600073  19322 0.1 195 126 0 117 0 13439 277
-1.8499831  19322 0.1 191 125 0 116 0 13349 276
-1.8399589  19322 0.1 191 125 0 116 0 13350 276
-1.8299347  19322 0.1 190 125 0 116 0 13386 276
-1.8199105  19323 0.1 190 125 0 116 0 13350 275
-1.8098863  19323 0.1 189 125 0 116 0 13381 276
-1.7998621  19323 0.1 190 125 0 116 0 13354 275
-1.7898379  19323 0.1 190 125 0 116 0 13357 276
-1.7801594  19323 0.1 189 125 0 116 0 13359 275
-1.7701352  19323 0.1 191 124 0 116 0 13305 275
-1.760111  19324 0.1 196 125 0 117 0 13378 277
-1.7500868  19324 0.1 201 125 0 116 0 13322 275
-1.7400626  19324 0.1 208 125 0 116 0 13324 275
-1.7300384  19324 0.1 216 125 0 117 0 13395 277
-1.7200142  19324 0.1 221 125 0 116 0 13332 275
-1.70999  19324 0.1 229 125 0 116 0 13344 276
-1.6999658  19325 0.1 238 125 0 116 0 13339 275
-1.6899416  19325 0.1 247 125 0 116 0 13358 275
-1.6799174  19325 0.1 255 125 0 116 0 13367 276
-1.6698932  19325 0.1 262 125 0 116 0 13368 276
-1.659869  19325 0.1 266 125 0 116 0 13372 276
-1.6498448  19325 0.1 269 126 0 117 0 13391 277
-1.6401663  19326 0.1 270 125 0 117 0 13362 276
-1.6301421  19326 0.1 270 125 0 117 0 13367 276
-1.6201179  19326 0.1 272 125 0 117 0 13386 276
-1.6100937  19326 0.1 273 125 0 116 0 13367 277
-1.6000695  19326 0.1 274 126 0 116 0 13396 277
