#S 56  ascan  samz -2.1 -1.6  50 0.1
#L samz    Epoch  Seconds  I3  gdoor  xflash  hep  ironKa  I1  I2
-2.0998967  19273 0.1 273 126 0 117 0 13404 277
-2.0898725  19273 0.1 273 126 0 117 0 13447 277
-2.0798483  19273 0.1 272 125 0 116 0 13378 276
-2.0701698  19273 0.1 271 125 0 116 0 13378 276
-2.0601456  19273 0.1 272 125 0 116 0 13400 276
-2.0501214  19273 0.1 271 125 0 117 0 13372 275
-2.0400972  19274 0.1 271 125 0 117 0 13388 276
-2.030073  19274 0.1 273 125 0 117 0 13382 277
-2.0200488  19274 0.1 270 125 0 116 0 13386 275
-2.0100246  19274 0.1 270 125 0 116 0 13385 276
-2.0000004  19274 0.1 267 124 0 116 0 13330 274
-1.9899762  19274 0.1 264 125 0 116 0 13343 275
-1.979952  19275 0.1 257 124 0 116 0 13353 275
-1.9699278  19275 0.1 248 124 0 116 0 13379 275
-1.9599036  19275 0.1 240 125 0 116 0 13386 275
-1.9498794  19275 0.1 233 125 0 117 0 13388 278
-1.9398552  19275 0.1 220 125 0 117 0 13382 275
-1.929831  19275 0.1 211 125 0 117 0 13384 276
-1.9201525  19276 0.1 201 125 0 116 0 13381 276
-1.9101283  19276 0.1 193 125 0 116 0 13407 277
-1.9001041  19276 0.1 183 125 0 116 0 13382 276
-1.8900799  19276 0.1 174 126 0 117 0 13383 276
-1.8800557  19276 0.1 164 125 0 117 0 13374 276
-1.8700315  19276 0.1 156 126 0 116 0 13408 276
-1.8600073  19277 0.1 146 125 0 116 0 13412 277
-1.8499831  19277 0.1 137 125 0 116 0 13412 277
-1.8399589  19277 0.1 129 125 0 117 0 13432 277
-1.8299347  19277 0.1 120 125 0 116 0 13371 276
-1.8199105  19277 0.1 112 125 0 116 0 13369 275
-1.8098863  19277 0.1 106 125 0 116 0 13355 276
-1.7998621  19278 0.1 103 125 0 117 0 13365 275
-1.7898379  19278 0.1 101 125 0 117 0 13399 276
-1.7801594  19278 0.1 100 125 0 116 0 13378 276
-1.7701352  19278 0.1 100 124 0 115 0 13336 274
-1.760111  19278 0.1 103 125 0 116 0 13343 275
-1.7500868  19278 0.1 107 124 0 116 0 13340 276
-1.7400626  19279 0.1 114 125 0 116 0 13348 275
-1.7300384  19279 0.1 121 125 0 117 0 13381 276
-1.7200142  19279 0.1 130 126 0 117 0 13448 277
-1.70999  19279 0.1 138 125 0 116 0 13384 276
-1.6999658  19279 0.1 147 125 0 116 0 13382 275
-1.6899416  19279 0.1 155 125 0 116 0 13376 276
-1.6799174  19280 0.1 163 125 0 117 0 13388 276
-1.6698932  19280 0.1 173 125 0 116 0 13393 276
-1.659869  19280 0.1 182 125 0 117 0 13409 276
-1.6498448  19280 0.1 191 126 0 117 0 13433 277
-1.6401663  19280 0.1 200 126 0 117 0 13472 278
-1.6301421  19280 0.1 208 125 0 116 0 13370 276
-1.6201179  19281 0.1 218 125 0 116 0 13387 277
-1.6100937  19281 0.1 225 125 0 116 0 13373 276
-1.6000695  19281 0.1 234 125 0 116 0 13332 274
