#S 53  ascan  samz -2.2 -1.7  50 0.1
#L samz    Epoch  Seconds  I3  gdoor  xflash  hep  ironKa  I1  I2
-2.2001387  18816 0.1 275 125 0 117 0 13500 279
-2.1901145  18816 0.1 276 126 0 117 0 13511 278
-2.1800903  18816 0.1 275 125 0 116 0 13505 278
-2.1700661  18817 0.1 274 124 0 116 0 13455 278
-2.1600419  18817 0.1 274 124 0 116 0 13469 277
-2.1500177  18817 0.1 274 125 0 116 0 13473 278
-2.1399935  18817 0.1 274 125 0 116 0 13482 278
-2.1299693  18817 0.1 275 125 0 116 0 13486 278
-2.1199451  18817 0.1 276 125 0 117 0 13561 280
-2.1099209  18818 0.1 275 125 0 116 0 13499 279
-2.0998967  18818 0.1 275 125 0 116 0 13503 278
-2.0898725  18818 0.1 275 125 0 116 0 13509 278
-2.0798483  18818 0.1 275 125 0 116 0 13516 278
-2.0701698  18818 0.1 275 125 0 116 0 13520 278
-2.0601456  18818 0.1 275 125 0 117 0 13522 279
-2.0501214  18819 0.1 275 125 0 117 0 13527 278
-2.0400972  18819 0.1 275 126 0 117 0 13539 279
-2.030073  18819 0.1 275 126 0 116 0 13528 278
-2.0200488  18819 0.1 275 126 0 116 0 13521 278
-2.0100246  18819 0.1 274 125 0 116 0 13528 278
-2.0000004  18820 0.1 275 125 0 116 0 13554 279
-1.9899762  18820 0.1 272 125 0 116 0 13526 279
-1.979952  18820 0.1 270 125 0 117 0 13543 279
-1.9699278  18820 0.1 264 125 0 117 0 13559 279
-1.9599036  18820 0.1 256 125 0 117 0 13532 279
-1.9498794  18820 0.1 247 125 0 117 0 13538 279
-1.9398552  18821 0.1 239 126 0 117 0 13584 281
-1.929831  18821 0.1 231 126 0 117 0 13580 280
-1.9201525  18821 0.1 221 125 0 116 0 13557 279
-1.9101283  18821 0.1 214 126 0 117 0 13595 280
-1.9001041  18821 0.1 204 126 0 117 0 13572 280
-1.8900799  18821 0.1 198 126 0 117 0 13584 280
-1.8800557  18822 0.1 192 125 0 116 0 13504 278
-1.8700315  18822 0.1 191 125 0 116 0 13505 278
-1.8600073  18822 0.1 190 125 0 116 0 13506 278
-1.8499831  18822 0.1 190 125 0 116 0 13525 280
-1.8399589  18822 0.1 190 125 0 116 0 13504 279
-1.8299347  18822 0.1 190 125 0 117 0 13505 279
-1.8199105  18823 0.1 190 125 0 117 0 13500 279
-1.8098863  18823 0.1 190 125 0 116 0 13504 279
-1.7998621  18823 0.1 191 125 0 116 0 13506 279
-1.7898379  18823 0.1 193 124 0 116 0 13447 278
-1.7801594  18823 0.1 199 125 0 116 0 13533 279
-1.7701352  18823 0.1 205 125 0 116 0 13467 278
-1.760111  18824 0.1 211 125 0 116 0 13478 278
-1.7500868  18824 0.1 219 125 0 116 0 13485 278
-1.7400626  18824 0.1 227 126 0 117 0 13561 279
-1.7300384  18824 0.1 235 125 0 116 0 13507 278
-1.7200142  18824 0.1 244 125 0 116 0 13508 278
-1.70999  18824 0.1 251 125 0 116 0 13514 279
-1.6999658  18825 0.1 260 125 0 116 0 13523 279
